1,Player 1 wins with 15 points in 4 turns,01/08/2020 22:07:04
2,Player 2 wins with 14 points in 3 turns,01/08/2020 22:11:21
3,Player 2 wins with 14 points in 3 turns,02/08/2020 01:37:09
4,Player 1 wins with 11 points in 3 turns,02/08/2020 01:44:03
5,Player 2 wins with 11 points in 3 turns,02/08/2020 01:58:49
6,Player 2 wins with 13 points in 3 turns,02/08/2020 02:15:57
7,Player 1 wins with 12 points in 3 turns,02/08/2020 02:20:08
